code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0231,LYCEE DE MINKAN / B,,,,324,CENTRE / MFOUNDI / YAOUNDE IV / MINKAN,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0232,LYCEE DE MINKAN / C,,,,327,CENTRE / MFOUNDI / YAOUNDE IV / MINKAN,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0233,LYCEE DE MINKAN / D,,,,421,CENTRE / MFOUNDI / YAOUNDE IV / MINKAN,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0234,ECOLE PUBLIQUE MVAN / A,,,,326,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0235,ECOLE PUBLIQUE MVAN / B,,,,337,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0236,ECOLE PUBLIQUE MVAN / C,,,,352,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0237,ECOLE PUBLIQUE MVAN / D,,,,348,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0238,ECOLE PUBLIQUE MVAN / E,,,,352,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0239,ECOLE PUBLIQUE MVAN / F,,,,312,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0240,ECOLE PUBLIQUE MVAN / G,,,,436,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0241,ECOLE PUBLIQUE MVAN / H,,,,489,CENTRE / MFOUNDI / YAOUNDE IV / MVAN NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0242,ECOLE PRIVEE LES CHEVALIERS / A,,,,368,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0243,ECOLE PRIVEE LES CHEVALIERS / B,,,,364,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0244,ECOLE PRIVEE LES CHEVALIERS / C,,,,463,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0245,COLLEGE YONDO -MVAN SUD / A,,,,301,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0246,COLLEGE YONDO -MVAN SUD / B,,,,312,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0247,COLLEGE YONDO -MVAN SUD / C,,,,278,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0248,COLLEGE YONDO -MVAN SUD / D,,,,414,CENTRE / MFOUNDI / YAOUNDE IV / MVAN SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0249,ECOLE LA REFERENCE / A,,,,276,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0250,ECOLE LA REFERENCE / B,,,,221,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0251,ECOLE LA REFERENCE / C,,,,238,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0252,ECOLE LA REFERENCE / D,,,,250,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0253,ECOLE LA REFERENCE / E,,,,226,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0254,CENTRE D'ETAT CIVIL DE NDAMVOUT I / A,,,,346,CENTRE / MFOUNDI / YAOUNDE IV / NDAMVOUT I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0255,INSTITUT SIANTOU I / A,,,,326,CENTRE / MFOUNDI / YAOUNDE IV / NKONDONGO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0256,E. P. NKOLNDONGO / A,,,,281,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0257,E. P. NKOLNDONGO / B,,,,340,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0258,E. P. NKOLNDONGO / C,,,,274,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0259,E. P. NKOLNDONGO / D,,,,227,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0260,E. P. NKOLNDONGO / E,,,,216,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0261,E. P. NKOLNDONGO / F,,,,251,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0262,E. P. NKOLNDONGO / G,,,,300,CENTRE / MFOUNDI / YAOUNDE IV / NKOLDONGO III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0263,E. MAT LES PRINCES / A,,,,352,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO IV,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0264,E. MAT LES PRINCES / B,,,,369,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO IV,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0265,E. MAT LES PRINCES / C,,,,151,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO IV,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0266,INSTIC NKOLNDONGO IX / A,,,,339,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO IX,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0267,INSTIC NKOLNDONGO IX / B,,,,87,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO IX,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0268,E. PR RACINE. AILES. SAVOIR I / A,,,,269,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO VI,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0269,E. PR RACINE. AILES. SAVOIR II / A,,,,214,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO VII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0270,E.M. RACINE. AILES. SAVOIR / A,,,,49,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO VII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0271,CASE SOCIALE-NKOLNDONGO VIII / A,,,,367,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO VIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0272,CASE SOCIALE-NKOLNDONGO VIII / B,,,,335,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO VIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0273,CASS NKOLNDONGO X / A,,,,253,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO X,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0274,CASS NKOLNDONGO X / B,,,,276,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO X,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0275,CASS NKOLNDONGO X / C,,,,89,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO X,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0276,E PR PIERRE ET JEAN / A,,,,337,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XI,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0277,E. P. NKOLNDONGO MBIDA / A,,,,342,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0278,E. P. NKOLNDONGO MBIDA / B,,,,336,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0279,E. P. NKOLNDONGO MBIDA / C,,,,335,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0280,E. P. NKOLNDONGO MBIDA / D,,,,305,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0281,LYCEE DE NKOLNDONGO NOUVEAU CAMPUS,,,,279,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0282,LYCEE DE NKOLNDONGO NOUVEAU CAMPUS,,,,192,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0283,INSTITUT SIANTOU II / A,,,,282,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0284,INSTITUT SIANTOU II / B,,,,285,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0285,INSTITUT SIANTOU II / C,,,,293,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0286,INSTITUT SIANTOU II / D,,,,56,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0287,INSTITUT SIANTOU II / E,,,,185,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0288,INSTITUT SIANTOU III / A,,,,252,CENTRE / MFOUNDI / YAOUNDE IV / NKOLNDONGO XIII,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0289,E CATH NKOLODOU II / A,,,,334,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0290,E CATH NKOLODOU II / B,,,,327,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0291,E CATH NKOLODOU II / C,,,,321,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0292,E CATH NKOLODOU II / D,,,,310,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0293,E CATH NKOLODOU II / E,,,,327,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0294,ECOLE PUBLIQUE DE NKOLO / A,,,,361,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0295,ECOLE PUBLIQUE DE NKOLO / B,,,,354,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0296,ECOLE PUBLIQUE DE NKOLO / C,,,,358,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0297,ECOLE PUBLIQUE DE NKOLO / D,,,,317,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0298,ECOLE PUBLIQUE DE NKOLO / E,,,,362,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0299,ECOLE PUBLIQUE DE NKOLO / F,,,,338,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0300,E. P. NKOMO / A,,,,335,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0301,E. P. NKOMO / B,,,,330,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0302,E. P. NKOMO / C,,,,323,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0303,E. P. NKOMO / D,,,,336,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0304,E. P. NKOMO / E,,,,324,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0305,E. P. NKOMO / F,,,,325,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0306,E. P. NKOMO / G,,,,327,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0307,E. P. NKOMO / H,,,,345,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0308,E. P. NKOMO / I,,,,330,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0309,E. P. NKOMO / J,,,,376,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0310,LYCEE TECHNIQUE D'OKUI / A,,,,409,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0311,LYCEE TECHNIQUE D'OKUI / B,,,,286,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0312,LYCEE TECHNIQUE D'OKUI / C,,,,307,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0313,LYCEE TECHNIQUE D'OKUI / D,,,,332,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0314,LYCEE TECHNIQUE D'OKUI / E,,,,341,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0315,LYCEE TECHNIQUE D'OKUI / F,,,,377,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0316,LYCEE TECHNIQUE D'OKUI / G,,,,458,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO I,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0317,E. PR METROPOLITAINE / A,,,,264,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0318,E. PR METROPOLITAINE / B,,,,277,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0319,E. PR METROPOLITAINE / C,,,,277,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0320,E. PR METROPOLITAINE / D,,,,229,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0321,E. PR METROPOLITAINE / E,,,,180,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0322,E. CATH NKOAYOS / A,,,,395,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0323,E. CATH NKOAYOS / B,,,,410,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0324,E. CATH NKOAYOS / C,,,,278,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0325,E. CATH NKOAYOS / D,,,,299,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0326,E. CATH NKOAYOS / E,,,,324,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0327,E. CATH NKOAYOS / F,,,,343,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0328,E. CATH NKOAYOS / G,,,,373,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0329,E. CATH NKOAYOS / H,,,,294,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0330,COLLEGE GAZOLANT / A,,,,321,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0331,COLLEGE GAZOLANT / B,,,,303,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0332,COLLEGE GAZOLANT / C,,,,280,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0333,COLLEGE GAZOLANT / D,,,,330,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0334,COLLEGE GAZOLANT / E,,,,236,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0335,COLLEGE GAZOLANT / F,,,,285,CENTRE / MFOUNDI / YAOUNDE IV / NKOMO II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0336,ESSEIG / A,,,,129,CENTRE / MFOUNDI / YAOUNDE IV / NKONDONGO II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0337,ECOLE PRIVEE ANGELE / A,,,,358,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0338,ECOLE PRIVEE ANGELE / B,,,,301,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0339,ECOLE PRIVEE ANGELE / C,,,,324,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0340,ECOLE PRIVEE ANGELE / D,,,,332,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0341,ECOLE PRIVEE ANGELE / E,,,,332,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0342,ECOLE PRIVEE ANGELE / F,,,,243,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0343,ECOLE PRIVE NONO / A,,,,410,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0344,ECOLE PRIVE NONO / B,,,,419,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0345,ECOLE PRIVE NONO / C,,,,413,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0346,ECOLE PRIVE NONO / D,,,,405,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0347,ECOLE PRIVE NONO / E,,,,427,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0348,ECOLE PRIVE NONO / F,,,,474,CENTRE / MFOUNDI / YAOUNDE IV / NTOUESSONG,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0349,E. P. D'ODZA / A,,,,333,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0350,E. P. D'ODZA / B,,,,342,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0351,E. P. D'ODZA / C,,,,284,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0352,E. P. D'ODZA / D,,,,308,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0353,E. P. D'ODZA / E,,,,251,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0354,E. P. D'ODZA / F,,,,269,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0355,E. P. D'ODZA / G,,,,308,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0356,E. P. D'ODZA / H,,,,367,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0357,E. P. D'ODZA / I,,,,362,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0358,E. P. D'ODZA / J,,,,445,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0359,ECOLE PRIVEE DE SAVOIR / A,,,,381,CENTRE / MFOUNDI / YAOUNDE IV / ODZA II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0360,ECOLE PRIVEE DE SAVOIR / B,,,,313,CENTRE / MFOUNDI / YAOUNDE IV / ODZA II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0361,ECOLE PRIVEE DE SAVOIR / C,,,,332,CENTRE / MFOUNDI / YAOUNDE IV / ODZA II,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0362,COLLEGE INFIRMA MUNDI / A,,,,309,CENTRE / MFOUNDI / YAOUNDE IV / TOUTOULI,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0363,COLLEGE INFIRMA MUNDI / B,,,,139,CENTRE / MFOUNDI / YAOUNDE IV / TOUTOULI,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0364,INSTITUT INTERNATIONAL AIME CESAIRE / A,,,,302,CENTRE / MFOUNDI / YAOUNDE IV / BITENG NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0365,INSTITUT INTERNATIONAL AIME CESAIRE / B,,,,292,CENTRE / MFOUNDI / YAOUNDE IV / BITENG NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0366,INSTITUT INTERNATIONAL AIME CESAIRE / C,,,,337,CENTRE / MFOUNDI / YAOUNDE IV / BITENG NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0367,INSTITUT INTERNATIONAL AIME CESAIRE / D,,,,281,CENTRE / MFOUNDI / YAOUNDE IV / BITENG NORD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0368,ECOLE PRIVEE LES GRILLONS / A,,,,347,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0369,ECOLE PRIVEE LES GRILLONS / B,,,,362,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN II SUD,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0370,KINDER GARDEN / A,,,,270,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0371,KINDER GARDEN / B,,,,297,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0372,KINDER GARDEN / C,,,,255,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0373,KINDER GARDEN / D,,,,280,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0374,KINDER GARDEN / E,,,,230,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0375,COLLEGE POLY SAINT PIERRE / A,,,,333,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0376,COLLEGE POLY SAINT PIERRE / B,,,,380,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0377,COLLEGE POLY SAINT PIERRE / C,,,,326,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN III,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0378,ECOLE CATHOLIQUE LA PASSION / A,,,,434,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN I CENTRE,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0379,ECOLE CATHOLIQUE LA PASSION / B,,,,414,CENTRE / MFOUNDI / YAOUNDE IV / MIMBOMAN I CENTRE,,
ELECAM-2025-CE-MFOUNDI-YAOUNDE-IV-0380,COLLEGE BILINGUE SHAKESPEARE / A,,,,390,CENTRE / MFOUNDI / YAOUNDE IV / NKOLO II,,
