code,name,region_id,department_id,arrondissement_id,registered_voters,location_name,latitude,longitude,source_document_slug,source_sha256,source_position,source_confidence
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0265,ECOLE PUBLIQUE DE MVOG-BETSI / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,313,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,265,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0266,ECOLE PUBLIQUE DE MVOG-BETSI / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,302,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,266,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0267,ECOLE PUBLIQUE DE MVOG-BETSI / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,289,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,267,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0268,ECOLE PUBLIQUE DE MVOG-BETSI / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,313,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,268,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0269,ECOLE PUBLIQUE DE MVOG-BETSI / F,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,386,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,269,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0270,ECOLE PUBLIQUE DE MVOG-BETSI / G,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,233,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,270,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0271,ECOLE PUBLIQUE DE MVOG-BETSI / H,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,335,"CENTRE / MFOUNDI / YAOUNDE VI / MVOG-BETSI EBA BLOC 1, 2, 3, 4,",,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,271,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0272,LYCEE BILINGUE D'ETOUG-EBE / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,329,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,272,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0273,LYCEE BILINGUE D'ETOUG-EBE / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,342,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,273,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0274,LYCEE BILINGUE D'ETOUG-EBE / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,311,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,274,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0275,LYCEE BILINGUE D'ETOUG-EBE / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,329,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,275,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0276,LYCEE BILINGUE D'ETOUG-EBE / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,299,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,276,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0277,LYCEE BILINGUE D'ETOUG-EBE / F,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,314,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,277,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0278,LYCEE BILINGUE D'ETOUG-EBE / G,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,348,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,278,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0279,LYCEE BILINGUE D'ETOUG-EBE / H,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,305,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,279,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0280,LYCEE BILINGUE D'ETOUG-EBE / I,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,322,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,280,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0281,LYCEE BILINGUE D'ETOUG-EBE / J,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,300,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,281,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0282,LYCEE BILINGUE D'ETOUG-EBE / K,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,352,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,282,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0283,LYCEE BILINGUE D'ETOUG-EBE / L,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,385,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,283,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0284,LYCEE BILINGUE D'ETOUG-EBE / M,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,385,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,284,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0285,LYCEE BILINGUE D'ETOUG-EBE / N,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,278,CENTRE / MFOUNDI / YAOUNDE VI / CARREFOUR ETOUG-EBE,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,285,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0286,LINDA ET LES CHATONS / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,235,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,286,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0287,LINDA ET LES CHATONS / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,261,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,287,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0288,LINDA ET LES CHATONS / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,304,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,288,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0289,LINDA ET LES CHATONS / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,256,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,289,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0290,LINDA ET LES CHATONS / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,298,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,290,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0291,ECOLE PRIVEE TOCHE / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,331,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,291,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0292,ECOLE PRIVEE TOCHE / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,351,CENTRE / MFOUNDI / YAOUNDE VI / NKOLBIKOK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,292,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0293,COLLEGE JEAN JAURES / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,372,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,293,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0294,COLLEGE JEAN JAURES / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,348,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,294,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0295,COLLEGE JEAN JAURES / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,351,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,295,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0296,COLLEGE JEAN JAURES / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,357,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,296,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0297,COLLEGE JEAN JAURES / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,355,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,297,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0298,COLLEGE JEAN JAURES / F,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,388,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,298,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0299,COLLEGE JEAN JAURES / G,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,388,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,299,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0300,COLLEGE JEAN JAURES / H,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,386,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,300,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0301,COLLEGE JEAN JAURES / I,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,379,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,301,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0302,COLLEGE JEAN JAURES / J,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,345,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,302,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0303,COLLEGE JEAN JAURES / K,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,428,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,303,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0304,COLLEGE JEAN JAURES / L,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,397,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK BLOC,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,304,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0305,COLLEGE LA GRACE / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,370,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,305,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0306,COLLEGE LA GRACE / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,364,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,306,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0307,COLLEGE LA GRACE / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,356,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,307,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0308,COLLEGE LA GRACE / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,384,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,308,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0309,COLLEGE LA GRACE / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,383,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,309,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0310,COLLEGE LA GRACE / F,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,348,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,310,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0311,COLLEGE LA GRACE / G,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,368,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,311,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0312,COLLEGE LA GRACE / H,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,383,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,312,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0313,COLLEGE LA GRACE / I,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,377,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,313,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0314,COLLEGE LA GRACE / J,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,388,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,314,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0315,COLLEGE LA GRACE / K,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,387,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,315,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0316,COLLEGE LA GRACE / L,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,370,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,316,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0317,COLLEGE LA GRACE / M,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,327,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,317,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0318,ECOLE PUBLIQUE SIMBOCK / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,332,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,318,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0319,ECOLE PUBLIQUE SIMBOCK / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,304,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,319,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0320,ECOLE PUBLIQUE SIMBOCK / C,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,384,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,320,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0321,ECOLE PUBLIQUE SIMBOCK / D,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,383,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,321,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0322,ECOLE PUBLIQUE SIMBOCK / E,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,416,CENTRE / MFOUNDI / YAOUNDE VI / SIMBOCK,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,322,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0323,ECOLE FRANKY (MELEN 8 C) / A,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,391,CENTRE / MFOUNDI / YAOUNDE VI / MELEN 8 C,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,323,needs_review
ELECAM-2025-CE-MFOUNDI-YAOUNDE-VI-0324,ECOLE FRANKY (MELEN 8 C) / B,a1000001-0000-0000-0000-000000000002,9bd8f6b3-dcc5-4d07-af2f-06e1878c5ce4,2f472f8b-d306-47a1-be8b-5013abd5abb9,371,CENTRE / MFOUNDI / YAOUNDE VI / MELEN 8 C,,,elecam-bv-2025-centre,e7f45f43af4f5287d99342df0b21853cb6ae923463331345126fc79a961816eb,324,needs_review
